id,sector,region,nivel_educacion,tipo_negocio,estado_civil_inicio,edad_inicio,anos_primer_millon,anos_trayectoria_total,capital_inicial_usd,patrimonio_m_usd,roi_anualizado_pct,horas_sem_pico,sacrificio_familia,sacrificio_salud,sacrificio_amor_pareja,sacrificio_amigos,sacrificio_ocio_hobbies,sacrificio_sueno,sacrificio_total,score_disciplina,score_conocimiento,score_red_contactos,score_vision,score_resiliencia,divorcios_num,hijos_num,sueno_horas_noche,ejercicio_dias_sem,empleos_generados,score_exito,bienestar_psicologico,satisfaccion_vida,attr_disciplina_pct,attr_oportunidad_pct,attr_conocimiento_pct,attr_red_pct,attr_trabajo_duro_pct,attr_vision_pct,attr_suerte_pct,attr_capital_inicial_pct
SUJ-4506,Finanzas,Santiago,Universitario,Empresa propia,Soltero,32,4,9,3436,1.55,46.9,73,9.5,6.0,8.2,6.9,7.5,9.0,7.85,7.6,26,3.4,8.2,7.6,2,2,5.0,3.5,36,28.2,53,53,27.2,21.5,13.7,11.5,11.2,10.1,4.6,0.2
SUJ-4507,Inmuebles,Medellín,Técnico,Holding,Casado,29,11,19,8439,2.2,19.6,66,6.6,5.6,7.3,5.4,8.2,8.2,6.88,6.6,9,6.6,5.4,6.0,2,3,3.0,1.7,27,17.5,37,60,22.7,26.2,15.5,12.5,11.2,6.9,3.8,1.2
SUJ-4508,Tecnología,Barranquilla,Universitario,Empresa propia,Casado,33,8,15,25348,42.11,63.6,72,7.9,7.0,9.6,5.9,7.5,6.7,7.43,8.9,26,6.1,6.8,9.4,1,1,5.0,3.1,7,42.5,42,72,40.2,10.1,12.2,9.9,15.3,9.4,2.0,0.9
SUJ-4509,Manufactura,Santiago,Técnico,Empresa propia,Soltero,36,3,5,5399,1.0,20.0,83,7.0,5.6,7.0,6.2,8.0,6.7,6.75,7.2,31,3.1,8.8,9.1,1,0,6.7,2.4,15,26.0,56,62,35.7,21.8,9.6,13.8,11.6,4.9,0.1,2.5
SUJ-4510,Agroindustria,Medellín,Universitario,Empresa propia,Soltero,35,9,14,12336,3.3,35.8,70,6.0,4.9,8.6,5.3,6.1,7.7,6.43,6.3,24,7.1,6.9,7.7,1,3,3.6,3.9,2,20.4,48,48,24.1,9.8,10.1,25.9,14.0,8.2,5.5,2.4
SUJ-4511,Tecnología,Buenos Aires,Universitario,Franquicia,Casado,25,5,6,2275,1.0,66.8,105,8.6,8.5,9.9,6.7,10.0,10.0,8.95,6.4,17,2.0,7.8,7.4,1,5,5.9,4.5,41,28.6,32,60,29.3,21.7,12.7,13.5,8.2,7.8,5.1,1.7
SUJ-4512,Retail/Comercio,São Paulo,Universitario,Franquicia,Soltero,31,7,14,11482,7.66,25.1,51,4.0,1.2,7.1,3.6,7.3,3.9,4.52,8.6,27,7.6,6.5,9.5,1,2,6.0,2.9,4,23.8,57,78,24.3,25.4,15.1,13.1,9.9,9.6,1.7,0.9
SUJ-4513,Tecnología,Bogotá,Posgrado,Empresa propia,Casado,24,10,9,8373,6.23,43.9,80,7.4,5.8,7.7,6.2,8.2,7.1,7.07,6.9,29,5.5,9.8,7.1,2,3,7.5,1.5,286,39.4,43,62,26.0,10.1,19.2,14.2,9.7,10.3,6.5,4.0
SUJ-4514,Manufactura,Buenos Aires,Maestría,Empresa propia,Soltero,25,10,15,8166,2.02,17.0,50,7.8,5.9,5.5,3.8,6.8,5.9,5.95,8.0,27,6.3,5.9,7.2,2,1,3.5,3.5,205,28.0,53,68,24.4,9.3,14.8,22.6,12.9,10.7,3.3,2.0
SUJ-4515,Retail/Comercio,Lima,Universitario,Franquicia,Soltero,28,10,14,17882,1.0,28.8,61,5.5,6.5,6.7,4.0,6.7,6.4,5.97,6.2,21,6.9,4.9,7.2,3,1,6.5,4.3,1,8.6,50,57,18.4,26.3,14.2,11.3,14.9,6.6,6.4,1.9
SUJ-4516,Retail/Comercio,Santiago,Universitario,Startup escalada,Casado,17,7,15,2125,2.56,32.9,84,8.0,5.0,8.1,8.7,8.9,9.8,8.08,5.9,31,2.3,8.6,5.6,1,2,5.6,5.8,7,23.5,44,55,18.0,17.5,16.3,12.5,15.6,12.3,4.9,2.9
SUJ-4517,Retail/Comercio,CDMX,Universitario,Holding,Soltero,28,3,6,3676,2.7,22.1,44,3.5,4.1,7.1,4.4,5.3,5.4,4.97,6.1,9,7.4,7.7,6.3,4,1,5.3,6.3,35,23.6,66,72,28.0,22.3,13.6,11.3,10.0,10.1,4.4,0.3
SUJ-4518,Servicios,Lima,Maestría,Startup escalada,Unión libre,21,5,8,693,6.58,16.3,76,7.6,4.8,4.5,5.5,9.4,6.0,6.3,6.3,9,7.2,10.0,8.5,0,1,6.1,2.2,10,26.9,46,67,32.9,16.1,17.2,15.7,8.0,6.8,1.3,2.0
SUJ-4519,Tecnología,Barranquilla,Posgrado,Empresa propia,Unión libre,18,7,14,10360,5.64,56.4,56,5.0,4.1,5.1,6.1,6.3,6.4,5.5,8.3,19,5.6,8.7,5.8,0,2,5.1,1.1,11,30.8,53,58,12.3,32.2,20.2,14.9,8.6,5.5,4.8,1.5
SUJ-4520,Tecnología,Barranquilla,Universitario,Empresa familiar,Casado,30,13,21,14856,700.94,66.9,71,7.7,5.4,6.2,5.1,7.2,5.5,6.18,5.2,39,7.7,8.2,9.3,1,0,3.9,4.4,28,64.7,43,46,30.1,24.3,16.0,10.4,6.8,8.6,3.6,0.2
SUJ-4521,Servicios,Medellín,Técnico,Empresa propia,Casado,24,5,7,4164,2.5,25.5,64,6.4,6.5,7.9,4.5,6.4,7.2,6.48,5.7,39,9.8,7.9,7.2,1,0,4.4,1.9,17,23.6,51,58,32.0,24.7,11.6,10.9,7.5,6.6,3.8,2.9
SUJ-4522,Manufactura,Lima,Universitario,Empresa familiar,Unión libre,27,7,15,3530,1.0,24.4,72,7.2,7.5,6.5,4.4,6.7,6.9,6.53,8.3,36,9.8,7.2,10.0,1,1,4.8,3.1,93,28.5,34,69,28.8,20.5,14.5,10.7,8.9,11.9,4.7,0.0
SUJ-4523,Servicios,São Paulo,Universitario,Empresa propia,Soltero,24,2,17,8598,1.0,25.4,78,9.2,6.0,7.6,5.8,8.9,10.0,7.92,8.1,22,10.0,6.7,5.1,3,0,4.7,3.8,8,22.7,43,52,21.2,22.7,19.0,14.5,12.3,7.4,2.0,0.9
SUJ-4524,Manufactura,Medellín,Doctorado,Franquicia,Casado,22,8,12,628,3.55,4.0,87,10.0,5.3,7.8,7.6,7.9,9.0,7.93,8.3,5,2.8,6.9,5.4,4,0,3.8,2.5,54,24.3,54,67,21.7,16.3,23.9,13.7,10.8,5.7,5.4,2.5
SUJ-4525,Inmuebles,Santiago,Maestría,Empresa propia,Soltero,26,7,9,2783,1.27,28.5,74,9.7,4.0,8.3,6.6,9.7,8.9,7.87,5.6,27,5.6,9.0,5.2,1,2,7.0,4.9,3,28.1,25,56,31.9,17.5,12.7,20.4,5.2,5.5,4.9,1.9
SUJ-4526,Retail/Comercio,Barranquilla,Técnico,Empresa propia,Soltero,17,6,12,3648,29.16,10.8,81,8.6,8.3,7.7,6.8,9.3,7.8,8.08,7.3,16,6.4,7.0,8.9,1,1,7.8,2.6,12,30.5,36,70,24.5,15.7,26.4,4.7,10.5,13.7,3.6,0.9
SUJ-4527,Inmuebles,Bogotá,Posgrado,Startup escalada,Casado,25,10,11,5848,6.8,24.1,71,7.7,5.8,8.3,5.9,5.0,6.6,6.55,4.9,30,6.0,9.6,4.9,2,0,5.5,2.5,14,23.2,47,52,28.7,17.0,12.5,15.5,7.8,12.4,3.4,2.7
SUJ-4528,Agroindustria,Barranquilla,Universitario,Holding,Casado,37,4,9,5178,2.51,6.5,54,6.1,4.7,7.2,4.0,6.0,6.5,5.75,5.3,26,8.3,8.6,10.0,2,3,5.1,0.7,28,24.9,62,57,25.3,16.4,16.9,21.3,9.9,4.8,3.2,2.2
SUJ-4529,Manufactura,Cali,Universitario,Empresa familiar,Soltero,18,12,16,1872,3.09,11.8,57,7.2,3.7,8.8,6.8,5.7,5.4,6.27,6.8,43,3.2,5.4,9.9,1,5,4.3,0.0,125,25.1,44,69,37.9,8.2,18.8,14.0,10.9,6.6,2.8,0.8
SUJ-4530,Tecnología,Caracas,Maestría,E-commerce,Soltero,34,4,12,6225,1.0,38.6,92,8.1,8.8,9.9,10.0,7.4,9.3,8.92,7.8,41,4.0,7.8,7.4,1,1,4.5,4.5,3,21.1,41,55,18.2,26.4,21.3,13.2,9.5,8.3,1.6,1.5
SUJ-4531,Finanzas,Monterrey,Posgrado,Franquicia,Casado,38,12,12,20815,31.96,80.7,56,5.3,5.9,6.7,4.5,7.7,5.0,5.85,8.9,15,5.2,5.7,8.0,2,0,5.2,2.8,1,41.5,61,71,24.4,21.5,16.9,18.3,6.7,10.0,0.9,1.3
SUJ-4532,Tecnología,CDMX,Universitario,Empresa propia,Soltero,21,1,2,500,1.84,51.6,75,5.3,5.9,10.0,5.9,9.0,9.7,7.63,6.8,23,6.5,7.6,6.2,2,1,5.8,3.5,6,29.0,37,48,24.5,10.6,22.9,21.2,7.5,8.0,2.3,3.0
SUJ-4533,Finanzas,Lima,Universitario,Empresa familiar,Casado,27,8,15,9123,18.9,65.0,75,9.0,5.2,9.0,3.5,9.5,7.6,7.3,8.1,20,6.2,8.4,10.0,1,0,3.8,4.4,19,39.3,48,71,23.2,18.9,13.5,11.5,11.3,10.6,8.6,2.4
SUJ-4534,Finanzas,Medellín,Maestría,E-commerce,Casado,18,9,17,7840,26.34,58.7,74,8.2,6.6,7.5,5.8,8.5,6.6,7.2,6.0,17,6.7,6.5,8.1,1,0,4.9,0.6,12,37.4,47,65,32.3,14.5,14.4,15.0,11.5,7.4,2.7,2.2
SUJ-4535,Retail/Comercio,Monterrey,Posgrado,Holding,Soltero,17,5,3,20661,1.0,38.0,86,7.5,4.8,7.8,5.6,10.0,7.9,7.27,9.5,22,7.3,8.9,7.0,5,0,4.5,2.0,3,24.0,43,66,31.0,18.4,19.8,1.7,16.3,8.7,2.5,1.6
SUJ-4536,Manufactura,Monterrey,Universitario,Franquicia,Soltero,27,8,19,8292,3.76,32.4,64,8.8,6.3,8.3,6.8,8.0,7.8,7.67,8.5,4,7.9,4.7,10.0,1,3,8.3,4.4,57,25.1,42,65,19.3,22.6,17.7,13.9,11.1,10.2,3.6,1.6
SUJ-4537,Retail/Comercio,Buenos Aires,Universitario,E-commerce,Casado,28,5,14,7843,7.53,57.6,69,6.5,5.6,6.4,7.3,9.0,7.3,7.02,6.3,16,7.4,6.4,5.5,0,1,4.0,4.0,25,39.0,55,54,27.6,24.1,5.9,16.3,7.8,6.2,7.7,4.4
SUJ-4538,Manufactura,Caracas,Universitario,Empresa familiar,Soltero,22,8,12,11750,1.0,30.8,68,8.9,6.2,7.5,3.8,8.6,5.9,6.82,6.8,33,5.6,9.3,9.7,0,5,4.1,2.7,2,26.7,71,63,28.3,14.7,20.4,11.7,10.7,8.8,3.2,2.2
SUJ-4539,Tecnología,Bucaramanga,Doctorado,Empresa propia,Soltero,19,8,14,2493,1.0,27.5,42,3.9,4.1,2.8,3.1,6.5,6.3,4.45,7.7,0,5.3,8.2,7.5,0,1,6.0,2.3,63,31.5,61,66,23.1,23.5,8.5,18.2,14.0,8.4,4.3,0.0
SUJ-4540,Tecnología,Buenos Aires,Posgrado,Empresa propia,Soltero,21,15,14,7245,4.41,50.0,62,6.9,6.6,6.2,5.3,8.0,6.6,6.6,6.6,6,5.0,6.8,10.0,0,3,4.4,2.2,26,34.5,48,61,19.6,23.9,20.2,12.2,20.3,1.2,0.7,1.9
SUJ-4541,Tecnología,Buenos Aires,Universitario,Empresa propia,Soltero,31,1,9,5862,2.48,37.8,87,9.2,8.5,10.0,8.6,8.9,8.9,9.02,5.8,34,9.3,7.3,8.0,1,2,5.4,4.0,4,21.1,18,63,26.3,27.6,18.9,12.0,8.8,3.7,0.5,2.2
SUJ-4542,Retail/Comercio,CDMX,Posgrado,Startup escalada,Soltero,31,7,10,4616,1.21,8.8,100,9.0,9.5,7.8,9.0,8.6,8.7,8.77,7.8,35,3.4,8.9,7.2,3,2,6.0,7.0,9,20.8,47,58,32.8,18.2,15.7,8.9,10.7,6.2,3.2,4.3
SUJ-4543,Tecnología,Cali,Maestría,Empresa propia,Casado,29,5,10,662,6.48,58.4,85,7.1,7.3,9.2,8.2,9.9,8.0,8.28,7.4,9,7.4,6.9,6.8,2,3,6.7,1.3,12,27.8,29,68,27.3,25.0,11.3,8.2,14.9,8.5,3.2,1.6
SUJ-4544,Finanzas,Barranquilla,Universitario,Empresa propia,Casado,23,7,13,2769,1.1,19.1,78,7.9,6.6,4.6,5.9,8.2,7.7,6.82,6.5,34,5.7,7.4,7.1,4,2,5.4,6.6,8,13.8,39,62,28.7,9.4,13.4,15.7,18.9,8.0,4.0,1.9
SUJ-4545,Retail/Comercio,Buenos Aires,Técnico,Empresa propia,Casado,19,6,16,2627,2.35,29.9,54,5.1,4.1,7.6,6.2,5.3,4.7,5.5,7.7,32,10.0,8.2,7.9,2,2,3.6,0.5,32,28.6,79,72,33.3,15.7,15.5,10.1,14.3,5.2,3.9,2.0
SUJ-4546,Inmuebles,Santiago,Posgrado,E-commerce,Casado,33,5,13,10306,1.0,8.6,75,5.7,5.7,6.3,3.7,8.3,4.7,5.73,5.1,24,3.7,9.3,7.9,2,2,5.8,0.1,11,17.3,54,51,27.3,8.4,27.8,12.2,5.9,12.0,6.4,-0.0
SUJ-4547,Tecnología,Barranquilla,Posgrado,Franquicia,Soltero,35,5,10,20271,1.19,49.9,74,5.4,6.8,6.9,6.5,8.1,9.2,7.15,8.0,20,3.6,7.6,9.8,1,2,3.4,0.8,28,27.6,32,64,34.9,22.6,16.1,4.8,13.0,4.6,2.3,1.7
SUJ-4548,Manufactura,Cali,Maestría,Empresa propia,Soltero,22,9,13,2099,1.78,35.7,104,10.0,8.5,10.0,7.8,10.0,8.2,9.08,7.7,31,10.0,7.0,8.2,4,1,3.9,6.4,67,24.5,15,57,27.7,19.8,15.6,13.3,7.7,10.8,3.7,1.4
SUJ-4549,Manufactura,Medellín,Maestría,Empresa familiar,Casado,25,5,12,620,2.25,15.7,49,2.8,6.2,4.9,6.3,7.1,4.5,5.3,6.1,20,4.5,8.0,7.2,3,4,6.8,0.0,7,22.2,75,52,32.6,19.4,14.8,9.8,11.4,6.8,2.5,2.7
SUJ-4550,Inmuebles,Bucaramanga,Universitario,Empresa familiar,Casado,17,7,13,80425,4.84,15.1,55,5.8,4.7,7.2,3.8,7.1,5.2,5.63,4.6,24,6.6,8.6,9.5,3,2,3.9,1.4,139,31.5,69,61,25.5,18.1,16.9,12.0,11.1,11.1,5.2,0.1
SUJ-4551,Agroindustria,Barranquilla,Bachillerato,Empresa propia,Casado,29,7,12,9400,1.83,14.5,89,9.7,5.6,9.5,7.8,9.2,10.0,8.63,8.2,32,1.5,10.0,7.8,3,2,4.7,2.1,13,23.1,31,69,22.8,32.1,17.2,11.9,6.7,4.9,2.1,2.3
SUJ-4552,Tecnología,Lima,Doctorado,Holding,Casado,38,4,10,17405,3.03,61.1,93,7.3,7.9,10.0,9.7,7.6,8.6,8.52,6.2,16,6.2,9.2,9.2,0,1,5.2,3.4,87,36.7,45,45,25.9,20.5,16.0,13.6,8.5,6.5,6.8,2.2
SUJ-4553,Tecnología,CDMX,Universitario,E-commerce,Casado,31,9,14,1242,3.44,56.6,77,6.3,7.8,9.0,5.9,8.0,8.1,7.52,8.2,19,5.2,6.2,10.0,0,2,5.0,3.4,39,27.2,49,57,19.8,20.7,22.7,15.6,6.5,8.2,5.0,1.5
SUJ-4554,Servicios,Monterrey,Posgrado,Empresa propia,Soltero,39,3,4,12906,1.47,21.1,67,7.4,6.6,6.7,5.9,7.7,7.8,7.02,8.7,36,6.7,7.1,7.8,4,2,6.0,2.9,58,25.1,38,53,21.3,7.5,16.7,29.0,11.2,7.0,5.5,1.8
SUJ-4555,Retail/Comercio,São Paulo,Posgrado,Empresa propia,Casado,23,9,15,13427,1.0,16.7,80,4.8,7.4,9.5,6.2,10.0,9.6,7.92,10.0,11,5.3,6.9,6.4,1,2,4.8,2.2,7,14.4,35,49,33.1,12.8,16.3,20.1,8.3,7.3,0.0,2.1
SUJ-4556,Manufactura,Caracas,Posgrado,E-commerce,Casado,18,8,14,1314,7.25,19.1,102,9.9,9.7,9.8,6.8,9.2,8.9,9.05,4.6,30,5.3,7.8,7.8,0,2,5.2,0.5,7,28.2,39,48,24.9,25.6,17.2,12.7,8.4,5.5,3.4,2.3
SUJ-4557,Manufactura,Medellín,Universitario,Franquicia,Unión libre,35,6,12,1408,2.36,34.5,64,6.2,6.0,6.9,4.5,5.2,7.4,6.03,8.5,24,9.3,8.6,6.7,2,0,6.7,1.8,18,24.6,56,67,23.2,25.6,21.3,1.8,12.6,9.4,3.1,3.0
SUJ-4558,Manufactura,Cali,Maestría,Empresa propia,Casado,27,3,5,2801,1.0,22.9,79,9.7,4.6,10.0,6.8,9.3,7.0,7.9,6.1,28,8.4,8.3,6.2,0,2,4.4,5.8,8,21.1,49,55,22.5,18.7,18.8,9.9,14.3,10.2,1.5,4.1
SUJ-4559,Agroindustria,Buenos Aires,Maestría,Startup escalada,Casado,20,7,10,1954,3.35,22.7,70,9.2,7.2,7.5,4.9,8.0,5.0,6.97,8.3,24,6.5,5.9,3.9,1,0,5.9,4.5,60,26.6,54,55,26.2,4.0,15.7,16.2,14.8,21.5,0.0,1.6
SUJ-4560,Salud/Farma,Santiago,Posgrado,E-commerce,Soltero,37,3,15,29643,5.44,21.7,77,8.3,7.0,7.4,6.2,7.6,7.5,7.33,7.7,15,9.0,10.0,5.7,0,5,4.0,4.3,13,26.8,43,53,19.8,26.7,15.2,11.5,12.1,10.5,1.8,2.4
SUJ-4561,Inmuebles,Santiago,Universitario,Holding,Unión libre,22,6,9,3607,4.28,15.9,83,7.5,6.8,10.0,5.4,9.9,7.3,7.82,9.8,3,8.6,5.8,8.7,2,1,5.3,0.0,50,26.3,25,58,30.7,19.5,18.1,14.2,11.9,1.2,4.3,0.1
SUJ-4562,Finanzas,Bucaramanga,Técnico,Empresa propia,Unión libre,19,10,18,11460,306.73,76.1,64,7.6,4.1,6.7,6.5,6.1,8.7,6.62,8.0,8,8.3,7.7,8.5,1,3,4.5,3.0,30,63.9,59,61,25.5,14.9,16.6,18.9,11.8,8.9,1.7,1.7
SUJ-4563,Servicios,Cali,Técnico,E-commerce,Casado,29,7,10,13080,2.43,33.1,86,9.6,6.2,6.7,7.5,10.0,10.0,8.33,9.3,18,10.0,9.5,5.3,1,0,5.1,1.5,5,20.1,40,58,24.5,25.9,16.4,11.1,6.5,10.0,5.3,0.3
SUJ-4564,Tecnología,Medellín,Universitario,Empresa propia,Casado,18,11,10,3901,4.85,56.3,66,7.9,3.4,4.6,3.9,8.7,8.2,6.12,7.4,31,6.2,7.1,6.9,2,1,6.4,4.4,324,36.2,78,61,26.3,27.3,16.6,8.7,10.3,6.0,3.5,1.3
SUJ-4565,Finanzas,Lima,Universitario,E-commerce,Soltero,32,8,14,9180,5.49,45.8,80,5.3,6.1,7.6,5.6,9.8,8.1,7.08,6.1,26,7.8,5.9,8.3,2,1,5.2,1.6,25,34.6,40,75,20.4,9.6,16.9,20.9,15.7,9.4,5.7,1.4
SUJ-4566,Servicios,Monterrey,Doctorado,Startup escalada,Casado,19,10,18,912,3.04,42.0,46,3.6,3.6,4.6,3.2,6.2,5.1,4.38,10.0,33,7.6,7.8,6.3,1,1,4.9,1.3,25,29.1,75,76,22.7,21.2,25.4,2.3,12.2,9.7,3.5,3.0
SUJ-4567,Finanzas,Buenos Aires,Maestría,Startup escalada,Casado,27,9,14,4046,3.54,36.9,83,9.3,6.8,9.5,6.1,9.4,8.6,8.28,7.9,27,4.7,8.3,6.9,1,1,5.2,1.4,24,35.0,61,62,22.9,13.2,23.0,16.1,10.5,8.1,3.4,2.8
SUJ-4568,Finanzas,São Paulo,Posgrado,Empresa propia,Casado,27,12,11,27365,4.6,57.5,60,5.0,7.4,5.5,5.9,6.7,6.3,6.13,6.8,22,6.9,9.1,7.2,1,1,5.1,0.5,8,36.7,42,61,31.5,23.2,21.9,6.3,3.4,5.6,6.2,1.9
SUJ-4569,Tecnología,Caracas,Posgrado,Holding,Soltero,27,2,2,1476,1.0,52.9,66,7.3,7.1,5.0,4.4,8.1,6.1,6.33,6.5,34,7.2,8.4,7.4,3,4,3.7,4.3,55,29.2,51,67,34.9,7.7,19.9,18.9,8.4,5.6,4.6,-0.0
SUJ-4570,Servicios,CDMX,Técnico,Empresa familiar,Casado,18,5,15,3898,8.08,18.4,42,6.2,4.2,5.0,3.0,5.9,4.2,4.75,8.9,25,7.5,7.9,7.0,2,2,6.5,2.6,29,29.6,70,63,29.9,10.5,18.4,7.1,18.0,12.1,2.8,1.2
SUJ-4571,Retail/Comercio,Bogotá,Doctorado,E-commerce,Soltero,24,7,13,12505,8.43,24.5,69,8.1,5.0,4.7,5.1,9.3,8.0,6.7,4.2,34,3.3,8.4,7.0,3,3,5.0,2.6,25,29.3,58,47,18.0,29.9,11.4,16.0,12.6,3.5,8.7,-0.1
SUJ-4572,Manufactura,Bogotá,Universitario,Empresa propia,Casado,34,10,18,8759,10.2,43.1,90,9.6,6.0,8.6,7.4,9.6,10.0,8.53,5.4,24,2.2,8.2,6.0,2,5,4.9,1.1,13,36.7,41,57,39.3,11.3,14.2,8.1,11.0,11.3,1.6,3.2
SUJ-4573,Finanzas,Buenos Aires,Técnico,Holding,Soltero,24,7,14,7986,1.52,21.9,51,5.1,6.2,5.7,1.7,6.6,5.8,5.18,7.3,13,6.5,6.8,7.2,2,1,5.9,4.0,11,20.5,53,63,33.8,15.1,24.1,12.8,9.1,2.1,1.6,1.4
SUJ-4574,Inmuebles,Medellín,Universitario,Empresa propia,Casado,19,7,9,15352,1.28,55.0,75,6.0,4.8,6.9,6.4,7.1,7.6,6.47,4.2,27,6.1,7.1,8.1,4,2,4.8,0.8,29,27.2,46,52,30.7,22.4,7.0,11.6,19.1,5.1,2.8,1.3
SUJ-4575,Inmuebles,Buenos Aires,Maestría,Startup escalada,Soltero,23,11,16,500,1.54,46.0,45,7.4,2.8,3.4,1.1,6.9,4.3,4.32,6.2,22,7.6,5.5,8.2,1,1,6.6,2.4,11,26.0,68,70,25.7,14.1,19.0,20.2,12.6,1.0,5.5,1.9
SUJ-4576,Finanzas,Cali,Maestría,E-commerce,Soltero,18,5,5,11798,3.97,48.6,70,5.0,9.4,6.1,5.5,8.1,5.0,6.52,7.4,12,7.2,7.3,7.7,1,2,8.0,5.7,80,36.2,40,72,19.7,24.9,16.4,10.9,13.1,11.3,3.0,0.7
SUJ-4577,Retail/Comercio,Caracas,Bachillerato,Franquicia,Casado,17,5,14,17133,1.62,25.1,84,8.5,6.8,7.8,5.7,9.6,9.1,7.92,8.8,38,6.2,7.1,5.6,0,1,3.8,4.8,83,33.3,32,56,35.3,19.8,18.6,5.9,9.0,7.5,2.1,1.8
SUJ-4578,Tecnología,Bogotá,Maestría,Empresa propia,Soltero,24,9,16,500,5.19,52.3,71,6.8,8.9,5.3,3.4,8.8,6.1,6.55,8.9,22,2.9,6.1,6.7,2,3,4.4,7.0,69,33.6,43,52,32.7,19.6,22.8,2.3,13.3,6.1,0.7,2.5
SUJ-4579,Salud/Farma,Bucaramanga,Universitario,Franquicia,Casado,26,16,25,6549,12.33,33.5,83,10.0,6.5,8.5,7.6,9.6,6.0,8.03,8.4,20,4.8,6.9,7.8,3,0,6.2,3.4,12,35.0,37,54,35.0,14.3,12.4,14.3,2.1,12.9,6.2,2.8
SUJ-4580,Manufactura,Cali,Bachillerato,Startup escalada,Unión libre,30,7,18,3428,4.9,42.1,66,7.1,7.4,7.5,4.7,7.1,8.7,7.08,4.9,14,6.3,6.2,8.6,3,1,5.7,2.6,9,24.8,40,49,21.2,24.5,10.8,17.6,9.6,7.3,4.3,4.7
SUJ-4581,Agroindustria,Bogotá,Maestría,Empresa propia,Unión libre,28,4,9,500,7.99,26.1,107,9.3,9.0,9.9,6.4,10.0,10.0,9.1,5.7,12,5.6,6.7,6.7,2,1,5.3,4.4,17,27.4,37,50,22.5,17.1,15.6,15.3,14.5,10.0,2.0,3.0
SUJ-4582,Finanzas,Lima,Maestría,Franquicia,Soltero,29,5,8,4326,6.84,52.0,87,8.2,6.4,7.2,7.1,9.9,6.5,7.55,7.0,23,5.4,7.8,10.0,1,1,5.4,1.3,161,42.3,52,49,30.4,25.1,12.7,8.8,13.1,5.2,2.2,2.5
SUJ-4583,Inmuebles,Caracas,Posgrado,Empresa familiar,Casado,25,5,11,8263,3.91,32.1,75,8.8,5.3,7.1,7.2,8.3,10.0,7.78,9.1,35,6.7,7.5,10.0,2,1,4.6,6.4,1,22.2,50,67,28.8,21.7,16.6,9.6,9.6,9.5,2.5,1.7
SUJ-4584,Inmuebles,São Paulo,Posgrado,Franquicia,Soltero,38,12,22,20107,1.0,5.9,95,10.0,5.0,10.0,5.6,10.0,7.3,7.98,8.5,30,7.0,8.0,4.3,2,1,6.1,5.7,16,20.9,29,65,33.1,24.0,9.1,11.9,10.8,7.2,1.9,2.0
SUJ-4585,Manufactura,Monterrey,Maestría,Franquicia,Unión libre,20,5,6,7751,8.4,4.0,91,9.9,6.3,9.4,8.2,10.0,7.0,8.47,7.6,16,9.4,7.7,9.3,0,0,7.2,2.5,5,23.4,26,51,27.2,21.7,18.6,16.4,12.0,1.3,1.9,0.9
SUJ-4586,Salud/Farma,Santiago,Maestría,E-commerce,Casado,24,8,14,15544,2.9,42.1,65,7.0,6.6,6.4,3.2,7.1,4.5,5.8,4.3,24,5.9,8.1,6.9,1,3,5.4,0.6,78,33.9,59,55,40.5,21.2,9.7,7.3,2.7,11.3,5.0,2.3
SUJ-4587,Finanzas,Cali,Maestría,Franquicia,Soltero,35,6,15,1036,2.12,54.7,79,6.8,6.6,8.7,3.5,9.9,7.3,7.13,8.6,50,7.9,6.3,7.4,2,1,3.5,6.4,168,35.3,42,72,25.6,19.0,26.5,3.5,12.5,7.6,3.6,1.7
SUJ-4588,Tecnología,Santiago,Posgrado,Empresa propia,Soltero,23,2,9,1891,5.42,64.0,68,6.3,5.2,3.8,5.0,9.0,8.5,6.3,6.5,18,6.2,6.3,8.1,2,3,4.7,2.7,26,33.9,41,57,28.9,20.0,12.6,10.6,14.3,6.0,4.2,3.4
SUJ-4589,Manufactura,Santiago,Doctorado,Empresa propia,Soltero,25,5,15,28130,3.57,36.1,85,9.1,7.0,10.0,6.4,6.7,6.4,7.6,6.3,23,4.7,6.8,6.0,0,1,5.7,0.2,2,23.0,46,66,34.0,13.5,19.3,16.9,6.9,5.2,1.5,2.7
SUJ-4590,Inmuebles,Caracas,Doctorado,E-commerce,Casado,28,1,2,17471,3.09,40.3,94,10.0,9.0,7.2,8.4,8.7,8.3,8.6,8.5,31,5.3,7.0,10.0,1,3,6.3,3.8,39,30.9,24,65,22.4,10.3,25.4,15.4,16.3,2.1,6.0,2.1
SUJ-4591,Manufactura,Caracas,Técnico,Startup escalada,Soltero,33,7,17,2145,2.29,37.0,52,4.1,3.0,6.1,3.7,4.9,6.1,4.65,6.3,19,5.9,7.6,6.9,2,2,5.1,4.7,1,19.2,55,61,18.6,8.8,23.6,9.9,16.4,15.4,5.2,2.1
SUJ-4592,Tecnología,Bogotá,Maestría,Empresa propia,Casado,26,9,13,7761,3.57,40.4,74,5.6,6.8,6.1,5.7,6.6,6.8,6.27,7.7,6,4.8,9.6,6.8,1,1,5.6,6.5,51,34.5,42,67,27.1,19.1,21.6,11.3,10.1,5.9,3.0,1.9
